A J Amick Rd,SCDOT,__PowerAppsId__
A St,SCDOT,2cd2cdc0-e61a-4824-94bc-c6c6a393dbd5
Aaron Dr,County Paved,230ae894-6ac7-4be8-ad69-6cf0754a8b05
Aaron Kelly Rd,Private or Other,696269b7-f8f3-43d0-b9cc-5147ae22252d
Abberton Ct,County Paved,9f72d536-35fe-4310-9fc7-5a9c862269ad
Abbeville St,Columbia,f14520a9-b9d5-470a-8fc5-8bdb76c34dcb
Abbey Ct,County Paved,d1ae0643-949c-46d8-a407-b398ead57d79
Abbeydale Way,County Paved,1d85f687-d2a8-4e7a-aeaf-c19decfa35c8
Abbeyhill Ct,County Paved,0e645570-2e94-4238-bcd6-d798b5119e9c
Abbeyhill Dr,County Paved,9eb3da8f-141c-4781-9abd-5dbd9fa5f8ee
Abbeywalk Ln,County Paved,049c991b-f67c-45be-a0af-e36598a9c8ea
Abbeywalk Ln,Private or Other,5704aa4d-1572-4125-9e8f-6139ebdb23c5
Abbots Glen Rd,Private or Other,e60601e7-7705-4b58-9990-4b3d30b9c631
Abbott Rd,County Paved,b4d41e68-3f7d-46ff-a785-6de7c0029e0f
Abbott Rd,Private or Other,7619a1a5-f111-4270-a998-b030ea4531ce
Abe Cir,Private or Other,e0ad3f6e-9077-400b-aa17-ec1b813caa24
Abelia Rd,Columbia,d203b6e8-0b05-4869-a1ac-c22c9bc0b22c
Abell Rd,County Unpaved,352bbbf1-6c6f-473a-b994-3e3421cd5d89
Aberdeen Ave,SCDOT,df0fee86-cf2f-4c8a-9ded-dfc1db26952b
Abernathy St,SCDOT,c4efd6fe-48a2-4904-ac39-538b401ea4cc
Abingdon Rd,SCDOT,e42bd634-1540-47ee-bda3-e3c04116877a
Abney Estates Dr,County Paved,8e01e58e-244a-43da-b891-5ff8cffde5e6
Abney Hill Rd,Private or Other,0a737e4c-cfc8-407b-aac7-fa2712eadf78
Abney Hill Rd,SCDOT,5cc5e5c8-0ef6-436b-ba9e-7220b7d774b4
Abneywood Ct,County Paved,c76e85a4-dffa-4272-a860-397983f7c108
Abraham St,SCDOT,347c2e6e-59b9-4251-9333-82ace230112b
Acacia Ln,County Paved,47850570-1d96-4089-94c7-5488a7bde166
Academy St,SCDOT,9e569f9f-8ea2-4932-8838-4985b1a85ba4
Academy Way,SCDOT,e8241965-2d9c-41b5-9178-2c5013f4b811
Accolades Dr,Private or Other,2a7ef027-448f-4773-a2f0-7bf716a317fd
Acie Ave,County Paved,19b23861-7544-42d1-bb15-74e7503abee7
Acme St,County Paved,c2bd57d3-b203-45d7-826f-a6b1c941bd29
Acropolis Ct,Columbia,234ae98e-8034-4c9e-98f0-6f5ad0c6855b
Acton Rd,Private or Other,8f76fd15-d4fd-4ce0-b0dd-7beea06832e3
Acton Rd,SCDOT,813577e0-e8c6-40e4-a834-157283df7457
Acuba Ct,County Paved,889de317-9a2b-40a8-854f-ca1f1849298f
Ada Ct,County Paved,9d84b239-84a1-4a40-a864-19ceec2f7af7
Adams Ct,Federal,18391b42-3e1e-4944-b7be-2fecb5f43d81
Adams Grove,Columbia,364620d7-06b8-481c-9b7b-cf5c60fdc573
Adams Hayne Rd,County Unpaved,9c48f25e-83c7-4cca-b68c-b0553e8f2977
Adams Hayne Rd,Private or Other,55c17a18-8049-48bd-8b32-d8e8fc135ab6
Adams Jackson Run,County Paved,477a809d-f8d7-44a0-928a-4f7938378678
Adams Pond Rd,County Unpaved,3d1ee83d-4ba2-41de-a842-c687a0704fdc
Adams Pond Rd,Private or Other,ef901f35-2f9e-4cb5-84f8-b6d589ee86f5
Adams Rd,SCDOT,90fdb2e5-5ffe-4452-86f5-08eafabeebdd
Adams Scott Rd,County Unpaved,d858d7ae-b8ca-480b-8485-b9ce48a5a156
Adams Scott Rd,SCDOT,88fc6018-03c7-4fe8-b678-0d578f4068b5
Adams St,Columbia,b19d51a5-28f4-4cbc-91bf-9027c2513505
Adams St,Private or Other,b5a41e7a-8db4-4b61-a3bd-15aa72d570a1
Adams St,SCDOT,6365306a-f9e6-4bd9-b929-244a7b55a7dc
Adare Ct,County Paved,0cfb1970-bce0-4f31-baf2-c52369f04dda
Addington Rd,County Paved,c7ffbcbc-d16b-4890-be97-c881d7fb57dc
Addison Rd,County Unpaved,5ec7a073-5242-4bbb-b570-50928cfd9276
Addleston Ct,Columbia,a0facd72-4077-4c09-8784-7c4d38e9fe95
Addy Ct,County Paved,2d205daa-52b4-41f9-8339-bd71debb18fa
Adeline Dr,Columbia,61077402-534d-494d-83d0-90d69b94d198
Adella St,SCDOT,67e3d918-5468-452f-921f-e17c2d1197cb
Aderley Ct,County Paved,3b03558d-125b-4fed-8c6a-c89c6af2e646
Aderley Oak Ct,County Paved,be949bbd-e709-451e-a2cd-7080a77e54be
Aderley Oak Dr,County Paved,f00b0422-7d0d-4216-a840-9fe7b2774f2b
Aderley Oak Loop,County Paved,6467aa0a-9f73-415b-8b00-f6a3992d75d9
Adger Rd,Columbia,6b0756f7-3a22-4874-a889-ed142fa349d9
Adger Rd,SCDOT,08912438-6edc-4b0b-9dc4-124739f2ee00
Adrienne Dr,Private or Other,c1d42063-6b27-4773-8a8f-85773a662776
Aerie Ct,Columbia,ae323ffd-8452-4531-a136-fcfba7fe2c24
Afton Ln,County Paved,5e952899-9d59-4f63-8bee-1344a14d5cae
Aiken Hunt Cir,County Paved,333ebbc9-3b30-4b07-9e68-7bc06f91fba7
Aiken St,Columbia,26b57118-e869-46aa-a049-c1d42bc05a88
Aiken St,SCDOT,5ff17180-7106-4929-85f2-ba19922c9e36
Aintree Dr,SCDOT,dae3dc75-c966-48c6-ab1b-81652e59e6f7
Air Base Rd,SCDOT,08b80b0c-f62d-4c66-a726-d5b80b8b8d9d
Airline Dr,Columbia,12f9d8c6-c664-4f6f-ba09-6b45d7b29216
Airport Blvd,Columbia,ce799968-2a19-4479-b1db-edbab0aeab47
Alabama St,SCDOT,480b5463-5465-4df9-878c-83f4e843563b
Alatera Ct,County Paved,e72ddd69-f964-4fd7-9be6-2dc439a62e54
Alba Dr,SCDOT,a51a37c6-07a2-4a1b-b16e-8416e2836f2f
Albemarle St,Columbia,68c951ee-4df5-4aca-a347-f0e43cc08d3b
Albemarle St,SCDOT,f3d0f0c3-1d03-4d85-913c-2dd3a7b430df
Albert Allen Rd,County Unpaved,ed56367a-527d-4679-8998-720fda7f7a99
Albion Rd,SCDOT,4d934d26-5a2a-45b6-aad8-4bb886fdaff9
Albritton Rd,SCDOT,d6caf908-b645-44df-9d43-ef12c22efe37
Alconbury Ct,County Paved,37a406f3-eb5f-473a-b8ef-f72c72972058
Alcorns Rd,County Unpaved,6d0794ae-a566-4213-aaef-82ede87e32aa
Alcott Dr,Columbia,ef7a56c4-3f64-4257-8b4a-30ff384d70ba
Alcott Dr,County Paved,ea607b0f-5b79-47c2-a348-4aa3aa6e3ff2
Aldershot Way,County Paved,3fd1c275-f54e-4e7f-9add-8b4d3ee198b3
Alderston Way,County Paved,204aa3e7-8bff-4b0e-85eb-af4a7d782c58
Alelia Ct,County Paved,38763f1f-b451-489f-8388-ca7b4e75e889
Alelia Ln,County Paved,4bf82a80-efae-4e2d-af59-a471ea8e6e02
Alexander Cir,Private or Other,58adcafb-9ec5-40be-b6ff-4c25240975ac
Alexander Pointe Dr,Private or Other,702e2a8c-3433-4412-bfdf-c2934ee67d44
Alexander Pointe Ln,Private or Other,49627c7f-7ab8-4818-ae5d-bca4d314f768
Alexandria Grand Ct,Private or Other,c34b0ce5-0576-419f-87b5-51d793c297f2
Alexis Ln,County Paved,73d432c1-4dd1-4414-8ef4-3d4483fd2baf
Alford Dr,County Paved,78c26ff0-536b-470c-bc1c-a15ecff2ded0
Algrave Way,County Paved,eba07abd-9ea9-4d15-8d0a-656afc59ff88
Alice Johnson Rd,County Unpaved,3995d813-54f2-4599-909c-41865b44e61c
Alida St,SCDOT,f32e2170-92d1-47fb-ba74-225b1d43bc57
Alison Way,County Paved,a2a42c39-3e3b-46f3-af23-ba406fe41dc8
Allaire Ct N,County Paved,7b9c20fd-5ad8-41ba-84e9-6dddfee27ed3
Allaire Ct S,County Paved,cdbee480-c86e-44df-8deb-e5b1f5e48764
Allans Mill Dr,Columbia,11bb5be7-87bd-4fef-a463-9ce7b8cd29c1
Allans Mill Dr,Private or Other,ce4aa1ce-f7a6-476c-84aa-72ddfaf2f062
Allbene Dr,SCDOT,e2d17f6f-6b74-4857-be94-2dcb8de3fcc2
Allen Kelly Ct,County Unpaved,c914284e-139c-4708-930c-0d087f5379f5
Allen St,County Paved,8d5a6232-2008-4537-abe1-cedea60d4205
Allendale Rd,Private or Other,c986d7d7-5133-4a7c-ad4e-aac9f4ad1c03
Allens Way,Columbia,9d7d6f99-0b8f-4dcd-969a-7b53890a2313
Allerton Ct,County Paved,4da80657-4110-41ed-a322-385689def2f6
Alley Rd,County Unpaved,57bd7a7b-6e5c-46d5-a640-c48ec2b3136a
Allison Brook Ct,County Paved,6b1fc2ad-5c1a-4813-ad06-02a797601b33
Alma Rd,SCDOT,a6bd2278-8569-4c96-8d1c-60daa3bcbe63
Almeda Dr,County Paved,becf12c9-a9e4-4a50-823a-963e1acb90b4
Almofini Ln,County Paved,3e6680b4-ebe1-4d7b-8513-a8ba14bc9a49
Alpha Ct,SCDOT,3f74cea9-98d3-4612-824f-efa27fa2cdec
Alpina Ct,County Paved,baf7ccde-fbf4-4e31-bd10-3e98bd8058fb
Alpine Cir,County Paved,41f3bb08-3c62-4ba4-9e72-f94987d22f26
Alpine Rd,SCDOT,4a87c4fc-785a-41dd-a9bd-d629148b221a
Alpine Rd Ext,County Paved,ad5cd13e-2e58-4399-bc16-8d13474bc013
Alston Rd,SCDOT,718a7cde-9132-4397-ae2c-352c904afa32
Alta Vista Dr,SCDOT,8d779e4c-ce5d-41f9-9080-51b86f6dad67
Alta Vista Rd,County Unpaved,e972a62a-8653-4012-ab5e-5ee13d9ed64e
Alumni Ln,Private or Other,06a6dfcb-257d-44f5-b1d7-fa1d604fab8b
Alverston Ct,County Paved,8d85ccd4-4536-4c5e-af77-89092f0e37b7
Alvina Hagood Cir,Private or Other,19137f0f-c6d1-4cd9-96fc-706b3ec2fb92
Alwick Ct,County Paved,59eab40f-c116-4150-b6db-7124875a685e
Am Pro Ct,County Paved,d68447bb-57b9-47a2-849b-77431d9aa6f4
Amanda Moore Rd,County Unpaved,fdb57491-9f92-4c79-a707-d582fa41bb74
Amaryllis Dr,County Paved,b32ead47-b232-48c9-a60c-ea161f7198d5
Amber Ct,Private or Other,fb093ff1-ea44-4ff6-a426-8d35292fd2fc
Amber Ridge Trl,County Paved,b775b5fd-14d0-49cd-bd88-53c7b370e955
Ambergate Ln,County Paved,41b22766-6207-401e-b234-d3577183bd77
Amberley Rd,Columbia,c48996a9-f0ca-4321-88f4-df0edef207ad
Amberley Rd,SCDOT,238a82b4-f329-4d4e-bfd0-7e0d35cfc9d2
Amberley Rd,SCDOT,0971abe5-b264-4e33-871f-3273195f12a5
Amberview Ct,County Paved,72ebb8ef-00c1-4e43-af6b-b1062634e76e
Amberwood Cir,County Paved,cca6a22d-c996-43e1-a1fd-05aecdc7ba47
Amberwood Ct,County Paved,41510feb-cf5e-486a-b96e-c54203e2be15
Ambleside Ct,Private or Other,6d7e3749-d98d-4371-87a2-049a91fa0c1a
Ambrose Cir,County Paved,7797bb6e-ae53-4309-9f76-e7fc15fbeaa8
Amelia Forest Ln,Private or Other,c39538b2-ba3f-4b6b-af3f-abbdb70df1d7
Amelia Oaks Way,Private or Other,1c0a2f2d-436c-4dd6-8275-bdee4e6d6fb4
Amenity Ct,County Paved,126b3863-a30d-4d11-aeba-f324e01f4b89
Amenity Rd,SCDOT,8b50b93e-1d38-42b9-88fc-65e1f07cd8ee
American Ave,SCDOT,25571de5-2be0-4707-8a3c-89382e05fd63
American Italian Way,County Paved,7d6ff266-8a25-45ed-8e90-933460c634e9
Ames Rd,Columbia,936294a5-4d27-44c4-a301-ca01135e0f01
Ames Rd,SCDOT,11f584a7-c48c-44d2-a4ea-f0f0cf6f1210
Amherst Ave,Columbia,f14e3934-8c67-4186-b167-1c9034af20ff
Amick Dr,County Paved,877536e5-f4b5-42cf-88a5-8d85b57f2f94
Amick Dr,Private or Other,83576ae8-352c-4321-a880-b449694d656d
Amick Dr,SCDOT,50eb1968-b542-424e-892b-34980010c567
Amick Ln,County Unpaved,7eac7b7f-7a4e-48c7-946d-b604a127d0f5
Amsterdam Dr,Private or Other,d1a38918-80eb-45ad-bca8-0de6ad5fba4b
Anchor Bend Dr,County Paved,02cd7e8b-f077-46be-9ea1-b5f77eece549
Anchor Ct,County Paved,cad94fef-ca44-402e-be5b-6e765edbefdc
Anchor Light Ln,County Paved,adcc71d2-32e4-440e-a569-abfd57f58758
Anden Hall Dr,County Paved,bdb599cc-3c4d-4d99-a5a1-19f2418580bc
Anders Dr,SCDOT,f7217583-7979-4f3a-99cc-bcb0fd0b714a
Anders Way,Private or Other,263bd7c2-068c-413c-b0a4-b3b43afc05ab
Anderson Portee Rd,County Unpaved,34e50f74-c727-474d-adf0-b551dd6297a7
Anderson St,County Paved,57465503-097d-41d1-acbb-f2d151a110ae
Anderson St,County Unpaved,80261031-c5e9-4b69-b842-cc5f0c4d9bb1
Anderson St,SCDOT,e7b65cfa-be39-47e3-bebd-4eaf63255fb2
Anderson St,SCDOT,6bc365fb-8035-475d-95cf-eabcdd874533
Andover Cir,County Paved,0cdd2b18-a634-4fcb-a5ce-cc1ca3a95c15
Andrew Jackson Rd,SCDOT,fcf9d000-158e-435e-a34e-bfee9a7020d8
Andrews Rd,County Unpaved,b3d2e83f-5a13-45ad-820c-5a020a4c5157
Andrews Rd,County Unpaved,b6857697-3fd8-474b-953e-8e6ec8e29d03
Andrews Rd,County Unpaved,f801cefb-cf87-4911-909b-7ae2aaddb450
Andrews Rd,Private or Other,9f66e759-8b1c-4f08-a81f-1fc392a04787
Andrews Rd,SCDOT,6f4da0f5-a88c-4cdc-9127-7821ef14303e
Andrews Rd,SCDOT,3615829f-c1d5-4440-a152-0b007f419822
Angel Garden Ln,Private or Other,002d7991-6477-4118-986b-60a36738fb9d
Angel Garden Way,Private or Other,32993d6d-bfe4-45e2-8fac-9abe91b23afa
Angel Grove Ln,Private or Other,86bebe49-1dfb-4f7a-80cb-e9e83d7fb0ea
Angel Oak Ln,Private or Other,627f6551-4b19-44eb-a287-fa1dc8049ed2
Angel Pt,Private or Other,d9f1e086-18f9-404a-b8ba-af6aaf8c8e0c
Angela Dawn Ct,Private or Other,16a85247-68f8-4860-891d-6042f6ce626e
Angus Dr,County Paved,57f325d7-b9c1-4ace-8186-bf5cd8c9ef52
Angus Rd,County Paved,47b144b6-04b6-496a-8eb2-cf5b36f07d8a
Anise Ln,County Paved,b68202b8-5eb2-467d-91c0-a32d4a93459d
Anita Ln,County Paved,a10bb7ac-faf0-45d3-8a0b-95575fe071c4
Anna B Ln,County Paved,ace290ee-5eca-44ca-bbea-81bfedd06c6f
Anna Ln,SCDOT,525e680f-c5e7-45a0-a66d-7556e76c4f86
Anna Sites Rd,County Unpaved,04c383e6-8e00-4092-bacc-89b1040badaa
Annacy Park Dr,Private or Other,c54c750f-e3f6-411a-8dfe-a492f6b67d04
Annelinda Ln,Private or Other,da30b8e7-7613-4417-8509-1d0c95202f58
Annie Adkins Rd,County Unpaved,542bcda1-3db0-4528-bdd5-0a9c878db07c
Annie Entzminger Ct,County Paved,268f33dd-9ca3-4c3d-baef-ceac12948e97
Annie Mills Rd,Private or Other,6e8b0d54-96be-4349-8d42-2fa29b09eea6
Ansel St,Columbia,44568012-7d9e-4c60-a8c2-bca2818d5fca
Ansley Ct,SCDOT,e476612d-8b9a-4196-9c5e-78e514f71c83
Anson Dr,County Paved,e9187b2a-c8f5-422e-9728-70dc2f749925
Ansonborough Rd,County Paved,a90abc6d-0abe-4939-b017-4a2f754a67a0
Anthony Ave,SCDOT,8137eff2-3222-4f63-9753-695b7884d052
Antioch Amez Church Rd,SCDOT,be9b5103-7080-4228-b737-ca79e9ea36fe
Antioch Amez Church Rd,SCDOT,beddab4e-cd9a-43db-98bb-4ee272d1c791
Antioch Pl,County Paved,bbfcb699-7f2f-45de-9745-601e5885f8fb
Antique Rose Ct,County Paved,ceeccfb9-5bb3-463c-a371-e40e5662fc2c
Antler Way,Columbia,d72537a5-3767-4963-a9df-cdc0d26e2362
Anwood Dr,County Paved,a6bb5850-323a-4716-89b4-59ebedbad380
Apache Dr,SCDOT,d064bd51-56f6-4f1a-b985-64b19bb88a7f
Appaloosa Dr,County Paved,031fdc05-0259-4d96-ac1b-98352dc0e99d
Appian Way,Private or Other,b26d020e-ca90-4630-881e-1b868baea4c0
Apple Blossom Ct,Private or Other,d0081a36-eef7-4325-b0f8-d8664d904c0b
Apple Branch Ct,County Paved,bb109fcc-5a59-4f97-a3f6-cfff0a060899
Apple Tree Ct,County Paved,8d28ba1d-3f56-44bc-9b93-56890128d5c4
Apple Valley Ct,County Paved,1bb3d9ee-bf3d-4591-a8eb-c76a0fc0905e
Apple Valley Rd,SCDOT,54911045-b906-48ab-92d5-91c4788c9fdc
Appleby Ln,SCDOT,05839728-fe2c-431f-b684-95f788344c7b
Applegate Ln,County Paved,84745c9c-9112-4773-8aaa-593bb4caf17f
Applehill Ct,County Paved,8bdb76a5-cddd-492a-9443-ccb7d9357703
Appleoak Ln,County Paved,cc30f5f1-7df3-477f-bdff-8b496c2ab052
Appleton Corner Way,County Paved,1a415903-a78e-4339-b1c8-7068f6378491
Appleton Ln,County Unpaved,7a7be25e-eba5-49aa-9116-5243c9d56c7c
Apricot Rd,SCDOT,53667086-136d-4b1c-80a8-31e3a5e45c59
Aragon Ct,County Paved,8d2d2da1-0419-4b09-b464-99ad3cdb2579
Aralia Dr,SCDOT,b1d85c85-a745-414a-97cc-3261a055dd70
Arant St,County Paved,4847047f-45d1-41b9-9b43-1e6b2957b11d
Arbor Dr,SCDOT,5005817c-e873-45ed-97af-4182fa4c28ff
Arbor Falls Dr,Private or Other,16522e61-5d40-4105-ac58-2445fdcab47a
Arbor Lake Dr,Columbia,8f1699ca-66bf-4044-9a9b-2dab0110f7b1
Arbor Lake Dr,County Paved,8abeab1e-24ae-4b41-b263-9a0ec5be0071
Arbor Oaks Cir,County Paved,dcc50964-9c55-44f7-8829-1dcea5d09eda
Arbor Oaks Ct,County Paved,3c830d10-6517-467d-9463-b153281e3e97
Arbor Oaks Ln,County Paved,7f69ebae-2653-45d8-b060-f4cc1612b029
Arbor Place Dr,County Paved,bff4514f-30a5-41cf-a2f5-2f9542891d0b
Arbor Springs Dr,County Paved,43774289-6b14-43d9-b64a-f04b4c412e17
Arbor Vista Ct,County Paved,65064d02-48ff-4b3f-a474-b7d41651bf63
Arborgate Cir,Columbia,52f51e97-9de7-4fd7-912b-2ae2a9797bb9
Arborgate Cir,County Paved,6ce80c91-a1fe-408b-9d7a-1518aa3f7924
Arborgate Ct,County Paved,64766576-ffa1-4aa5-af18-2b224a7c3d70
Arborland Ct,County Paved,39452828-f5ed-4a89-9147-4d53f248644c
Arborview Ct,County Paved,ba655f1d-6e6c-424a-95e4-8d3befdfe4b1
Arborvine Ct,Columbia,9358bdf2-c077-4da8-8fa0-a91142d7d111
Arborvitae Ct,Private or Other,f27a3ec3-1327-443c-9bfa-a29d9389e51f
Arborwood Rd,Columbia,ad498921-0588-46b1-8c35-f391f3bb0257
Arbutus Dr,SCDOT,464fb211-49a8-486a-ab85-6c5ec2c5c6f9
Arcadia Cv,Private or Other,bb009bed-dd9d-42d8-826d-36f1ea1f58b0
Arcadia Lakes Dr,SCDOT,98dff084-9901-4f16-b0a4-246fe3425666
Arcadia Lakes Dr E,SCDOT,0fbc500f-9c16-460e-ac67-76b8a4133f48
Arcadia Rd,SCDOT,82ca78f2-b267-4732-b2cf-6d291d5c496e
Arcadia Rd,SCDOT,106981eb-03ad-4081-b746-919beec12ea4
Arcadia Springs Cir,SCDOT,9e7b47e9-e9f4-424e-9fea-aaeed1558d56
Arcadia Woods Rd,County Paved,33d6d1f2-1230-4952-9872-3657eef3529f
Archdale Rd,SCDOT,cc55a9f3-3234-44b6-85f2-e98f3a7c3a7b
Archer Ave,County Paved,242283b3-2d7a-4009-9fef-5ce5b67a2f25
Archer Ave,Out of County,bccb8f25-fdef-4a9c-88b7-cf838b000a2b
Archie Dr,SCDOT,7fab191f-985c-4ae5-a3b3-f639c5818125
Archie Rd,County Unpaved,eb2aeaac-c998-4ce3-b208-18b1ec8f3938
Arcola Dr,County Paved,58ec35bb-09b9-4e86-b54a-069eb6813db6
Arden Park Dr,Private or Other,f93e975c-0083-4a25-9664-606864eec2fd
Ardennes Dr,Private or Other,5270d11e-e3eb-40f4-b9d2-cadcb6d24b8e
Ardincaple Dr,Columbia,fa48f2d5-913c-44da-ad2a-ea0ca4f93567
Ardincaple Dr,SCDOT,33921d9d-0b32-44a4-868f-de0a81f44dc7
Ardmore Rd,County Paved,8f6a7586-e937-400f-b814-f4a82860d4b8
Argent Ct,Columbia,10916ffe-4f72-421a-8c3e-15be0a0afdd8
Argent Ct,SCDOT,a33e861a-e849-480a-92c1-4277a586ed5e
Aristides Dr,County Paved,6cd18e39-fdd9-41bc-8507-8e07cc1c8808
Arizona Rd,Federal,f1f1bb01-9fa8-44bf-be84-364b16f791cc
Arlene Dr,SCDOT,ff9c78e3-113b-4f7b-a301-3c77a88877a4
Arlington St,Columbia,2e164b7b-939b-4967-aaab-53d7976cc52f
Arlington St,SCDOT,09c2717e-cb72-486c-bcad-60289a15ff8c
Armour St,SCDOT,9954de96-b502-401b-87e3-e608be424410
Arnell Ct,Private or Other,88a590bf-67f0-4a96-b4c8-8da39bdf1c31
Arnold Palmer Ct,County Paved,b21516f6-154d-4ea3-917f-4a27e0f12ec1
Arnold Rd,SCDOT,bbeafe4f-24ca-4ebd-828f-6621030f9445
Aronia Ct,Columbia,42483262-bf3c-4c2c-a0a1-ebf3bb9d0db9
Arrow Field Rd,Columbia,161a263d-fd0d-4ec8-b6a3-d3d56b4fffd1
Arrow Field Rd,Private or Other,14c3e074-f7f1-4d8d-bb6c-bf3d2a6f1e43
Arrow Lake Rd,SCDOT,84b19acd-2ea4-4cfd-b39f-f3e8f49efa4c
Arrow Rd,Federal,0ff6f8ea-b00b-4c8d-980f-8d19afc6d0b6
Arrowhead Dr,SCDOT,883cf01a-db16-400c-840b-5365dd6427bb
Arrowwood Rd,SCDOT,82db1d3b-c415-45ca-ae38-579b810ab8ae
Arsenal Academy Pl,Private or Other,8ab79c6c-13f6-4efd-945a-2e30e856d39f
Arsenal Hill Ct,Columbia,84ef756b-68a5-484e-a5c8-4fd1b5fc063a
Artic Ct,Private or Other,6dc81d9d-9523-4d4e-b7ab-8f3bb1db87ba
Artic Loop,Private or Other,8ef3cd76-38c4-492e-9d30-ee96033e0198
Artisan Dr,County Paved,12f6b493-ca51-4df3-80d9-84da3f923407
Arundel Ln,Columbia,a81b5362-a69c-49d9-92ce-6ab585cec88e
Asbury Dr,SCDOT,cc24685c-6fec-44bc-89e4-ddc75c993dd4
Ascot Ct,Private or Other,2dc16467-a867-4854-8753-112a31710b90
Ascot Glen Ct,County Paved,e8c80c00-1388-4a53-a1c7-41e197fccc8f
Ascot Glen Rd,County Paved,333e57c8-7713-4852-a7e4-f404574a6e74
